	control_1	control_2	control_3	control_4	opg_1	opg_2	opg_3	opg_4	gtdup_1	gtdup_2	gtdup_3
ENSG00000275636	0	0	0	0	0	0	0	0	1	0	0
ENSG00000104081	1426	825	1169	892	788	906	881	857	1186	1103	1458
ENSG00000259409	134	85	97	77	62	57	70	57	111	84	135
ENSG00000259239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156970	56	37	71	51	37	45	77	67	72	69	117
ENSG00000137843	5	5	7	2	2	6	6	1	13	5	4
ENSG00000259288	0	1	0	0	0	0	0	0	0	0	0
ENSG00000273786	0	0	0	0	0	0	0	0	0	1	2
ENSG00000260648	2	2	0	0	1	2	3	1	0	0	0
ENSG00000279537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176753	0	1	0	0	0	0	0	2	2	0	2
ENSG00000279409	2	2	0	0	1	0	0	0	0	0	0
ENSG00000137841	5722	5299	5186	6792	3531	4555	3667	4248	4482	3755	3058
ENSG00000230778	0	2	2	1	4	1	0	0	1	0	1
ENSG00000273855	12	10	18	12	20	20	12	9	5	11	9
ENSG00000259307	25	17	43	38	40	37	34	24	40	37	44
ENSG00000244705	0	0	0	0	0	0	0	2	0	0	0
ENSG00000259198	0	0	2	0	0	0	0	0	1	0	0
ENSG00000259330	70	58	123	96	77	73	60	53	66	83	104
ENSG00000188549	20	14	27	14	15	18	25	5	25	26	22
ENSG00000252714	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233041	0	3	0	2	0	0	3	1	5	1	1
ENSG00000140323	13	16	19	23	8	35	24	17	29	29	32
ENSG00000259368	0	1	1	1	1	4	2	3	0	2	1
ENSG00000128944	35	34	35	44	27	40	43	44	30	30	66
ENSG00000128928	351	297	418	382	375	434	446	402	482	525	485
ENSG00000140320	148	103	125	119	103	134	131	108	139	129	117
ENSG00000259364	2	1	2	3	0	2	4	8	2	4	2
ENSG00000259211	14	22	21	14	22	18	11	15	24	30	23
ENSG00000169105	9	12	13	12	6	13	13	13	19	24	19
ENSG00000244251	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259536	11	9	10	10	13	18	12	10	20	15	39
ENSG00000128891	32	20	51	25	48	51	44	26	62	59	76
ENSG00000223313	0	0	0	0	0	0	2	0	0	0	0
ENSG00000166133	4	7	13	13	11	21	10	9	11	20	16
ENSG00000203573	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137812	53	56	83	42	48	72	58	70	89	113	150
ENSG00000265814	0	0	1	0	0	1	0	2	1	5	2
ENSG00000259254	0	0	0	0	1	1	0	1	1	0	0
ENSG00000245849	23	13	27	13	22	30	23	20	34	37	26
ENSG00000051180	5	4	17	7	18	23	22	31	16	19	13
ENSG00000137824	76	61	117	83	83	110	99	85	103	149	80
ENSG00000271236	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137880	15	6	24	9	18	20	16	7	40	29	32
ENSG00000104129	74	86	120	98	72	118	100	87	136	143	105
ENSG00000188277	34	18	37	36	46	33	30	51	52	53	36
ENSG00000166140	178	153	111	147	148	160	138	128	158	153	87
ENSG00000166143	0	0	1	0	0	0	0	0	1	1	0
ENSG00000261183	10	5	10	14	11	3	15	9	16	7	12
ENSG00000166145	94	122	154	153	86	81	123	113	166	258	154
ENSG00000104140	0	2	0	2	1	0	0	1	0	0	0
ENSG00000274798	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104142	321	335	494	406	302	389	357	332	465	512	481
ENSG00000251161	8	6	11	1	8	7	3	3	6	10	13
ENSG00000128917	6	13	27	32	34	22	5	7	35	9	29
ENSG00000259405	0	2	0	0	0	0	0	0	0	1	0
ENSG00000128965	4	5	7	5	9	6	8	5	12	12	17
ENSG00000128908	244	199	242	225	217	241	218	225	335	266	324
ENSG00000259617	0	0	0	0	1	1	1	0	2	0	4
ENSG00000259463	0	0	0	0	3	0	3	1	1	3	4
ENSG00000259521	20	14	19	21	18	17	18	13	29	23	21
ENSG00000280036	0	3	0	1	1	5	1	2	3	5	3
ENSG00000259547	1	1	4	2	0	0	0	5	1	3	5
ENSG00000283133	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157021	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178997	0	2	0	0	0	1	1	0	1	0	0
ENSG00000240847	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187446	82	75	261	96	145	157	155	128	181	226	305
ENSG00000247556	89	66	202	94	224	186	145	137	239	297	327
ENSG00000285920	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104147	5	0	5	4	6	5	4	6	10	10	10
ENSG00000137804	23	17	11	21	6	15	14	17	10	22	9
ENSG00000259396	1	2	0	2	1	3	4	2	6	2	3
ENSG00000137806	17	18	17	9	18	20	10	20	15	13	16
ENSG00000137815	107	113	143	95	100	119	127	113	155	140	155
ENSG00000200407	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137825	3	3	3	4	1	4	2	3	3	0	0
ENSG00000062524	3	0	0	0	2	0	0	0	0	1	0
ENSG00000103932	123	155	140	139	99	145	138	109	156	145	134
ENSG00000259838	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092445	0	1	3	0	2	0	0	2	0	0	0
ENSG00000260926	3	1	3	0	0	5	4	3	9	5	5
ENSG00000174197	728	496	588	414	432	574	491	530	783	670	690
ENSG00000207766	0	0	0	0	0	0	0	2	0	0	1
ENSG00000270702	0	0	0	0	3	2	0	1	4	5	3
ENSG00000260814	3	0	5	2	5	3	3	3	9	4	3
ENSG00000137802	350	332	286	345	245	320	311	321	387	307	249
ENSG00000250379	73	65	64	46	45	68	44	48	64	58	35
ENSG00000243789	19	17	21	29	32	32	19	15	15	17	11
ENSG00000168970	24	11	17	32	40	49	25	32	27	45	28
ENSG00000243708	1	0	2	1	7	8	2	2	8	3	6
ENSG00000137877	41	35	40	41	54	59	28	32	54	31	26
ENSG00000200293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264850	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174171	8	9	24	9	23	26	9	6	36	28	19
ENSG00000103966	69	76	125	93	127	150	110	97	134	100	145
ENSG00000278493	3	1	0	1	0	3	2	2	5	0	3
ENSG00000259883	0	2	2	0	4	3	4	1	12	4	6
ENSG00000246740	0	3	0	0	0	2	0	0	0	0	0
ENSG00000188089	0	0	0	0	3	0	0	0	0	0	0
ENSG00000257797	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168907	0	0	0	0	0	0	0	0	0	0	1
ENSG00000166887	560	398	441	407	348	477	377	391	427	382	440
ENSG00000207712	0	0	1	0	1	0	0	0	0	0	0
ENSG00000261002	3	8	16	11	11	10	15	8	17	14	18
ENSG00000103978	99	65	113	100	91	93	60	72	102	104	145
ENSG00000214013	264	220	248	202	120	210	203	206	282	290	255
ENSG00000260571	0	0	0	0	0	0	0	1	0	1	1
ENSG00000258461	0	0	1	1	1	3	0	1	5	4	1
ENSG00000092529	26	20	59	45	28	59	56	31	79	103	78
ENSG00000103994	427	345	583	398	427	460	368	355	488	489	548
ENSG00000201077	0	0	1	0	2	0	0	1	0	0	0
ENSG00000092531	78	76	109	67	116	116	93	52	138	122	192
ENSG00000261684	40	24	72	35	42	52	59	28	74	67	95
ENSG00000285942	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180979	39	36	45	45	77	87	50	47	68	84	88
ENSG00000137814	7	9	22	11	12	18	18	31	21	39	30
ENSG00000261822	8	1	8	2	6	5	5	9	6	8	0
ENSG00000260490	0	0	0	0	0	0	1	0	3	0	0
ENSG00000159433	2860	1744	1098	1058	714	900	1460	1743	1684	1392	1064
ENSG00000260282	4	3	0	4	2	1	6	4	7	2	3
ENSG00000140326	282	191	201	212	164	250	222	207	271	242	180
ENSG00000278769	20	13	10	11	18	15	19	11	21	21	19
ENSG00000274403	3	0	3	1	1	5	3	4	9	2	10
ENSG00000128881	244	166	166	140	133	172	149	155	183	156	198
ENSG00000246283	18	6	12	5	11	10	9	9	18	12	29
ENSG00000286877	0	0	2	0	1	2	0	1	2	1	2
ENSG00000260799	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254793	1	0	1	3	0	2	2	1	1	1	0
ENSG00000159459	201	128	171	119	172	173	162	184	261	260	217
ENSG00000285080	1	2	1	0	1	0	2	3	6	2	5
ENSG00000281269	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205871	0	0	0	0	0	0	0	0	1	0	0
ENSG00000137842	32	16	42	29	40	39	38	35	46	33	58
ENSG00000260928	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285117	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261687	2	0	5	4	1	5	6	1	2	1	10
ENSG00000166946	63	63	81	60	68	74	75	76	109	109	105
ENSG00000166947	0	0	0	1	0	0	1	0	1	0	0
ENSG00000104055	6	4	6	2	10	18	6	0	24	29	22
ENSG00000202211	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261679	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159495	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168806	19	10	31	23	20	31	30	25	20	19	39
ENSG00000168803	29	12	23	16	37	22	16	23	21	26	30
ENSG00000140265	240	205	185	148	137	172	150	152	195	164	186
ENSG00000137822	98	102	128	89	132	105	119	107	148	172	144
ENSG00000243871	0	1	2	0	1	1	0	0	3	1	1
ENSG00000067369	256	171	185	140	130	154	174	176	211	247	207
ENSG00000166963	0	7	7	1	7	7	3	7	6	5	2
ENSG00000168781	111	90	68	92	54	74	57	84	95	80	54
ENSG00000237289	1	0	1	0	0	0	0	0	0	3	0
ENSG00000242866	1	3	1	2	3	0	1	2	0	1	1
ENSG00000222398	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166762	34	30	60	43	54	48	36	40	62	60	50
ENSG00000206991	0	0	0	0	0	0	0	0	1	0	2
ENSG00000275601	0	0	0	0	0	1	0	0	2	3	0
ENSG00000224677	16	12	11	15	4	10	14	10	16	13	11
ENSG00000249839	1	4	3	5	2	6	3	7	5	3	4
ENSG00000223572	0	0	0	0	0	0	0	0	1	2	0
ENSG00000166763	0	0	0	0	0	0	1	0	2	0	0
ENSG00000201136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205771	46	57	156	106	99	130	137	107	136	240	249
ENSG00000206589	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167004	71	106	366	174	218	235	176	149	282	343	453
ENSG00000128886	2	3	0	1	2	0	2	0	0	1	2
ENSG00000262560	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140264	141	132	550	226	368	404	294	194	400	578	633
ENSG00000221792	37	36	199	52	114	108	83	64	105	176	173
ENSG00000184716	39	23	49	35	41	40	37	42	64	49	40
ENSG00000242028	10	9	21	10	29	21	23	23	36	19	15
ENSG00000140259	34	16	46	31	43	41	36	25	32	41	44
ENSG00000092470	19	36	25	26	19	29	56	62	37	55	42
ENSG00000200391	0	0	0	0	1	0	0	0	0	4	0
ENSG00000171877	0	1	10	3	5	15	6	6	13	21	14
ENSG00000227973	0	0	1	0	0	0	1	2	0	3	0
ENSG00000185607	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224055	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166734	229	199	252	194	194	285	249	221	279	316	371
ENSG00000250130	6	3	3	11	4	10	18	6	7	5	6
ENSG00000259499	1	0	6	1	1	3	3	3	2	3	7
ENSG00000259595	1	3	25	10	13	17	11	6	19	13	42
ENSG00000137770	92	68	106	62	114	108	97	108	113	147	178
ENSG00000259335	2	0	4	0	8	9	8	4	3	4	10
ENSG00000259563	4	1	3	0	2	6	4	3	4	4	5
ENSG00000179523	28	22	31	22	13	8	20	27	20	21	19
ENSG00000104131	52	40	72	49	49	44	54	45	77	48	94
ENSG00000259659	2	1	6	5	4	1	3	3	9	7	16
ENSG00000104133	780	537	552	553	624	611	597	637	784	745	680
ENSG00000229474	84	46	59	57	64	66	50	53	70	47	72
ENSG00000206957	0	0	0	0	0	1	0	0	2	0	0
ENSG00000166710	250	203	755	315	739	597	335	270	616	693	1433
ENSG00000185880	15	14	28	18	20	32	12	16	40	45	38
ENSG00000276121	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259479	1	2	2	8	1	3	3	0	5	4	4
ENSG00000259187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238845	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212424	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259742	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259231	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252117	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252475	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259304	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252288	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212550	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140263	28	35	32	27	49	44	33	26	45	45	52
ENSG00000259418	0	0	0	0	0	1	1	2	0	1	2
ENSG00000252171	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259352	0	0	0	0	0	1	2	0	1	3	0
ENSG00000140279	0	0	0	0	0	0	0	0	1	0	0
ENSG00000140274	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140254	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137857	10	5	23	9	13	21	20	14	36	27	13
ENSG00000259539	0	0	0	0	0	0	0	0	1	0	2
ENSG00000138606	24	18	14	9	7	6	9	13	22	17	15
ENSG00000259519	1	0	0	0	0	0	0	1	0	2	2
ENSG00000259932	0	0	0	0	0	0	0	0	0	0	2
ENSG00000260035	0	0	0	0	0	2	0	1	0	0	0
ENSG00000279014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261709	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259338	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259520	0	0	0	1	0	0	0	0	0	0	1
ENSG00000137860	0	0	0	0	0	0	0	0	1	0	0
ENSG00000285597	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235390	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259433	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238941	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171766	58	52	68	54	45	78	51	44	56	55	70
ENSG00000275672	0	0	0	0	4	0	0	0	3	0	0
ENSG00000171763	91	90	94	107	70	112	100	114	96	140	101
ENSG00000166920	3	1	10	4	9	16	6	4	16	15	21
ENSG00000259342	4	3	8	1	5	8	3	3	6	24	14
ENSG00000284386	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259354	5	3	2	2	6	3	1	0	6	9	4
ENSG00000104154	27	29	34	36	49	42	27	43	54	60	47
ENSG00000179362	16	5	14	14	15	10	17	15	9	16	17
ENSG00000207516	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259681	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275709	0	0	0	0	2	0	0	0	0	0	0
ENSG00000104164	50	42	120	49	85	88	84	71	94	109	182
ENSG00000260170	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200419	1	0	0	0	0	0	0	0	1	0	1
ENSG00000137767	11	10	15	11	14	8	11	14	9	7	19
ENSG00000273972	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259743	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287020	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238819	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285934	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287704	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223308	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137872	2	1	1	0	0	0	2	2	0	0	2
ENSG00000222343	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259554	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259221	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259360	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259740	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259588	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213862	0	0	2	0	0	0	0	0	0	0	1
ENSG00000259572	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259754	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259730	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287439	0	2	0	0	0	0	0	0	0	0	1
ENSG00000188467	5	1	1	2	6	0	2	3	3	6	1
ENSG00000104177	38	17	40	18	37	31	26	22	32	25	49
ENSG00000233932	2	5	2	5	2	3	10	1	7	3	3
ENSG00000074803	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259235	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259488	4	14	31	15	17	29	15	24	25	42	22
ENSG00000202542	0	0	1	0	0	0	0	0	0	0	0
ENSG00000128951	68	64	97	79	52	76	89	93	115	97	102
ENSG00000166147	24	31	8	15	14	9	24	15	13	9	11
ENSG00000286947	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274654	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259705	1	0	0	1	2	0	1	2	0	0	1
ENSG00000273925	0	0	0	0	0	0	1	0	0	0	0
ENSG00000103995	157	123	82	132	90	102	145	123	126	146	77
ENSG00000259216	0	0	2	0	3	0	3	0	3	2	0
ENSG00000259469	0	0	0	0	0	1	0	0	0	1	3
ENSG00000259670	13	7	8	16	5	18	12	4	10	15	4
ENSG00000259700	9	9	4	5	5	12	8	10	9	9	7
ENSG00000185634	2	1	0	0	0	0	0	1	0	0	0
ENSG00000255302	44	35	74	54	62	49	61	33	68	64	146
ENSG00000259602	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259500	0	0	1	0	0	1	0	0	0	0	0
ENSG00000138593	105	61	91	52	107	104	85	63	122	109	160
ENSG00000207105	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265942	1	0	1	0	2	0	0	0	3	2	1
ENSG00000259656	0	0	1	0	1	0	0	0	0	2	0
ENSG00000166200	28	29	45	15	46	41	27	23	57	42	89
ENSG00000200120	0	0	0	0	0	1	0	0	2	0	3
ENSG00000156958	59	39	51	33	72	55	48	60	86	76	68
ENSG00000259467	0	0	0	0	0	0	0	0	1	1	0
ENSG00000264210	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259545	1	0	0	1	8	0	5	5	9	2	2
ENSG00000243338	2	0	0	0	1	0	0	0	2	2	0
ENSG00000166262	7	14	8	4	12	10	9	10	4	8	14
ENSG00000275580	0	0	3	0	0	0	0	0	0	0	1
ENSG00000276593	0	0	0	0	0	0	1	0	0	0	2
ENSG00000259531	0	1	0	0	5	1	1	0	2	0	3
ENSG00000140285	0	0	0	0	1	0	0	0	0	0	0
ENSG00000104047	17	4	13	12	26	15	18	10	42	38	43
ENSG00000259388	0	1	4	0	0	2	0	1	2	4	3
ENSG00000104043	1281	1211	1637	1214	1680	1702	1455	1512	1903	1887	1769
ENSG00000259188	13	16	51	20	51	67	49	26	46	71	82
ENSG00000201086	0	0	0	3	1	6	3	1	3	3	3
ENSG00000140284	0	0	0	0	0	2	1	0	0	0	0
ENSG00000200605	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140287	0	0	0	0	0	0	0	0	0	0	1
ENSG00000241175	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104064	34	30	46	37	38	49	46	34	52	43	70
ENSG00000271819	0	0	0	0	0	0	0	0	0	0	2
ENSG00000285410	73	52	77	79	58	78	63	52	62	66	85
ENSG00000244879	134	118	161	169	219	218	205	155	223	257	218
ENSG00000259715	1	5	2	2	7	5	9	2	8	6	2
ENSG00000284284	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138592	203	171	227	144	237	202	184	186	242	229	290
ENSG00000252376	0	0	0	0	0	1	0	0	0	1	0
ENSG00000242737	1	1	1	2	5	4	2	1	5	1	10
ENSG00000170236	24	11	26	8	43	23	21	18	46	21	42
ENSG00000092439	506	300	393	240	458	361	347	383	620	508	492
ENSG00000259684	2	2	4	0	9	6	5	1	7	14	8
ENSG00000288645	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243027	0	0	1	0	0	0	0	0	0	0	0
ENSG00000138600	172	119	161	132	167	183	134	148	252	238	323
ENSG00000279665	7	0	1	4	5	11	1	7	3	19	13
ENSG00000259773	58	43	59	34	43	56	54	37	81	50	71
ENSG00000241130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273674	4	6	4	1	1	2	2	2	6	3	1
ENSG00000081014	76	43	65	41	89	79	88	90	119	126	123
ENSG00000259378	1	0	2	4	8	6	3	6	4	9	8
ENSG00000259240	0	0	0	0	0	0	0	1	0	0	0
ENSG00000183578	3	2	4	5	6	0	5	5	4	5	14
ENSG00000259204	0	0	0	0	1	0	0	0	0	0	0
ENSG00000137869	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259701	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283614	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278098	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259306	0	0	1	0	0	0	0	0	0	0	0
ENSG00000186417	5	1	3	3	0	2	4	5	3	1	1
ENSG00000270378	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259194	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259678	58	30	39	30	60	66	49	46	99	50	60
ENSG00000104093	1006	541	564	387	809	935	568	556	1126	1009	995
ENSG00000259668	45	25	36	29	65	61	32	37	71	67	60
ENSG00000104112	0	0	0	1	0	1	0	0	1	0	1
ENSG00000259241	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259296	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140280	9	7	5	7	2	2	4	8	6	11	19
ENSG00000128872	114	79	54	53	65	76	82	66	85	72	123
ENSG00000259377	0	0	2	0	0	1	0	0	1	0	0
ENSG00000138594	105	88	170	111	144	203	153	122	189	216	255
ENSG00000274954	0	0	0	0	0	0	1	0	1	0	1
ENSG00000277677	0	0	0	0	3	0	1	0	0	1	2
ENSG00000259632	1	0	2	0	0	0	3	0	0	3	5
ENSG00000207484	0	0	0	0	0	2	1	2	0	0	1
ENSG00000259201	11	8	8	9	10	10	5	5	16	16	18
ENSG00000272337	1	0	0	0	1	0	0	0	1	0	2
ENSG00000259185	4	1	8	2	4	11	6	6	8	4	17
ENSG00000259556	7	0	6	3	15	14	4	2	7	11	22
ENSG00000166477	43	33	52	39	33	37	52	40	49	37	42
ENSG00000069956	32	29	64	32	49	38	45	25	60	58	130
ENSG00000259438	0	2	1	0	0	0	0	1	2	0	0
ENSG00000274528	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259398	3	5	8	2	2	2	3	4	6	6	4
ENSG00000259712	0	0	5	2	5	5	0	0	3	4	7
ENSG00000259178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242327	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137875	0	0	0	0	0	0	0	0	2	0	2
ENSG00000069966	38	37	64	46	54	56	70	35	71	94	103
ENSG00000259327	3	4	9	1	5	4	3	2	2	10	7
ENSG00000259709	8	13	7	18	4	12	9	18	13	17	19
ENSG00000206995	0	0	2	0	0	1	0	0	0	1	1
ENSG00000259577	2	4	7	5	4	2	7	2	6	10	9
ENSG00000128833	17	15	34	22	14	38	34	26	45	62	31
ENSG00000221052	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197535	962	700	735	698	875	907	728	672	900	778	907
ENSG00000231169	1	0	2	3	13	11	6	1	7	4	12
ENSG00000128989	25	18	115	23	70	77	69	46	99	118	209
ENSG00000260618	7	3	7	1	10	14	8	10	17	17	25
ENSG00000047346	196	112	128	104	139	146	188	152	181	168	233
ENSG00000259935	0	0	0	1	1	3	0	0	0	5	1
ENSG00000287500	0	0	0	0	0	0	1	1	0	1	0
ENSG00000169856	1	4	5	1	3	3	0	2	6	2	1
ENSG00000259203	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214896	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259612	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287596	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166415	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252066	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259669	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137766	2	0	4	2	16	25	0	4	4	0	0
ENSG00000259619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259550	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260937	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279145	0	0	3	0	5	1	1	1	2	5	13
ENSG00000137876	11	13	35	15	24	28	26	10	36	30	56
ENSG00000069974	3	3	10	7	6	8	13	5	17	13	15
ENSG00000276533	0	0	1	0	4	5	1	2	2	1	2
ENSG00000225973	6	0	2	3	15	3	5	4	4	9	11
ENSG00000069943	40	44	77	36	79	68	43	44	76	92	112
ENSG00000260916	17	17	42	11	24	24	16	19	46	58	67
ENSG00000274765	0	0	0	0	0	0	1	0	1	1	3
ENSG00000277548	0	0	0	1	3	4	0	0	4	3	3
ENSG00000261771	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283891	0	0	0	0	0	0	0	0	0	3	2
ENSG00000261652	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256061	2	0	0	0	0	0	1	0	1	1	0
ENSG00000260036	0	2	0	0	1	0	0	0	0	1	1
ENSG00000171016	0	0	0	0	0	0	1	0	0	1	0
ENSG00000285805	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166450	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259180	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259369	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069869	10	12	17	12	30	31	19	18	25	20	17
ENSG00000230183	0	0	0	0	0	0	0	0	0	1	0
ENSG00000239703	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261333	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181827	107	76	108	93	110	85	88	78	104	108	131
ENSG00000261072	1	1	1	3	5	9	1	4	9	7	6
ENSG00000151575	0	0	0	2	2	1	1	4	1	1	3
ENSG00000275417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199784	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259941	0	0	0	0	1	0	1	0	0	0	1
ENSG00000261823	0	0	0	0	0	0	0	1	0	0	1
ENSG00000138587	3	0	2	0	2	5	3	6	0	2	0
ENSG00000277245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260392	0	0	0	0	0	1	2	2	1	1	2
ENSG00000137871	35	2	25	16	49	37	28	31	54	53	66
ENSG00000276696	0	0	0	0	0	0	0	0	0	0	0
